ID,Fname,Lname,birthday,gender,nationality,experience,matches,wins,losses,awards,position,height,weight,shirtNumber,CoachID
2198,Eunice,Cauley,23/09/1966,Female,ID,23,454,467,260,5,SF,185,86,26,10554
2199,Cody,Hatchard,12/01/1968,Male,CN,14,814,232,482,9,SF,192,79,21,12836
2200,Neville,Clempton,20/09/1973,Male,AL,29,649,117,352,5,SG,191,83,13,3957
2201,Edlin,Posnette,24/03/1967,Male,GR,36,572,475,447,4,SG,199,72,36,638
2202,Claretta,Crosetto,10/03/1972,Female,US,7,578,265,104,2,SG,192,78,11,2499
2203,Etty,Casina,30/12/1975,Female,CN,11,957,371,207,4,SF,195,71,33,5106
2204,Cecil,MacConchie,05/08/1978,Male,RU,12,803,111,407,8,SG,193,69,30,14384
2205,Jojo,Cowill,05/03/1977,Female,CN,1,645,408,54,7,C,210,83,7,18900
2206,Sharlene,Tilt,09/06/1979,Female,NE,37,893,387,207,7,SF,199,75,40,3272
2207,Wait,Tyzack,04/09/1969,Male,CO,19,607,497,178,10,C,210,71,20,16563
2208,Cori,Yablsley,27/09/1963,Male,YE,36,260,227,223,7,C,189,69,19,17466
2209,Lev,Featherby,18/02/1980,Male,PH,35,137,269,404,9,PG,202,74,16,10624
2210,Anne-marie,Pirazzi,10/01/1968,Female,CN,21,316,200,491,4,SG,196,82,33,2797
2211,Roland,Brunetti,02/04/1985,Male,SE,33,169,382,400,9,PG,197,79,6,2484
2212,Colan,Lomasny,06/12/1980,Polygender,PH,2,65,478,231,7,SF,202,83,6,2470
2213,Howey,Threader,21/12/1978,Non-binary,AE,3,343,45,3,1,SF,202,79,16,13595
2214,Janetta,MacBrearty,04/11/1971,Female,ID,14,60,148,313,1,PF,197,78,3,5189
2215,Sheilakathryn,Hazelby,08/08/1985,Female,CN,20,625,201,408,7,SF,191,63,23,3275
2216,Corabella,Staziker,01/06/1967,Female,CN,1,477,26,52,9,SG,195,62,21,18673
2217,Rickert,Raimbauld,14/09/1963,Genderfluid,NZ,26,36,446,237,2,C,198,77,20,17994
2218,Torin,Mucklestone,04/04/1981,Male,US,9,476,38,79,1,PG,201,86,16,3014
2219,Kimbra,Boldry,20/02/1981,Female,PH,14,978,182,128,8,C,196,78,3,17413
2220,Alvin,Wardhaugh,03/05/1987,Male,KR,12,770,186,298,8,SG,196,73,15,18713
2221,Sutton,Clerc,26/03/1965,Male,PK,15,996,102,135,9,SF,206,67,18,9311
2222,Jolene,Haslock(e),10/10/1970,Female,GQ,40,26,401,499,10,SG,190,64,19,16123
2223,Lenee,Nettle,01/11/1967,Female,NL,35,14,389,155,5,SF,200,89,37,227
2224,Karalynn,Tourot,06/02/1968,Female,PL,27,649,217,426,2,SF,199,64,16,1815
2225,Terrye,Stallworthy,12/12/1961,Female,UA,32,969,376,308,7,PG,189,86,28,16673
2226,Marc,Agirre,20/06/1973,Male,CA,31,956,329,115,6,C,186,83,2,10804
2227,Jecho,Caris,20/11/1962,Male,CN,5,65,429,71,1,SG,196,88,18,16273
2228,Elonore,Paynton,31/07/1977,Female,CN,17,719,442,332,1,SG,187,68,6,18456
2229,Blythe,Brainsby,30/04/1961,Female,BR,14,21,323,230,3,PF,191,67,6,6412
2230,Belita,Tuplin,03/01/1975,Female,RU,24,402,335,30,5,SG,202,88,24,9737
2231,Randy,Fairham,23/11/1966,Female,RU,10,188,162,299,7,SG,195,63,28,7116
2232,Clerkclaude,Taks,16/05/1985,Male,CN,33,415,173,154,2,PF,188,71,25,9111
2233,Denice,Playdon,24/08/1962,Female,PE,16,169,166,336,7,SG,209,84,29,19625
2234,Marleah,Birnie,17/12/1966,Female,SE,17,783,258,146,9,SF,201,86,34,385
2235,Al,Brennenstuhl,08/11/1962,Male,HT,1,876,213,273,7,PG,197,68,1,16442
2236,Norri,Derrington,22/03/1964,Female,TH,11,8,70,496,4,SG,200,88,24,3288
2237,Keelia,Roizin,01/06/1972,Female,CN,11,196,414,482,6,SG,193,62,32,11595
2238,Barclay,Revie,29/06/1980,Male,TH,25,517,414,107,5,SF,202,90,7,7653
2239,Min,Ausher,27/02/1962,Female,JP,17,559,20,435,2,SF,196,89,12,2067
2240,Lydie,Buckney,01/07/1972,Female,MK,19,54,355,398,1,PG,187,82,26,10551
2241,Manon,Hornung,07/12/1984,Female,RU,21,754,132,488,1,SF,200,62,5,16160
2242,Roderich,Gymlett,02/08/1976,Male,CN,39,632,30,100,6,PF,186,82,32,8929
2243,Nadia,Shillum,14/06/1985,Female,PH,26,903,409,155,8,SG,186,67,2,16244
2244,Greg,Fausset,18/02/1983,Male,RU,16,106,200,62,4,PF,204,75,5,9736
2245,Fields,Baldacco,25/06/1987,Male,PE,2,871,469,293,6,PF,200,67,27,11412
2246,Adara,Darbyshire,02/02/1988,Female,CN,37,207,296,10,6,C,196,85,16,14769
2247,Arleen,Roskelley,13/02/1987,Female,TH,19,69,293,150,5,SF,197,60,20,19201
2248,Ingunna,Caldwell,15/02/1989,Female,FR,17,818,15,497,4,SF,207,65,21,898
2249,Britteny,Floris,07/05/1970,Female,PH,18,539,353,426,10,PF,187,70,24,7250
2250,Bryanty,Esterbrook,24/05/1961,Male,BR,7,985,3,92,8,PF,203,65,40,5197
2251,Julieta,Scantleberry,18/08/1970,Female,ID,21,945,259,276,5,C,209,69,29,11534
2252,Darbee,Dimblebee,31/12/1979,Male,KR,20,524,154,254,8,SG,200,75,19,3787
2253,Renaldo,Baythorp,10/01/1963,Male,RU,29,576,322,430,7,PG,194,88,10,17833
2254,Stanley,Dupoy,26/04/1982,Male,CZ,24,867,390,450,9,SG,201,85,3,15220
2255,Gunter,Searchfield,11/02/1963,Male,KZ,23,55,329,364,10,SF,194,76,2,19767
2256,Barnebas,Yeend,28/01/1976,Male,TT,32,80,38,345,6,PG,210,68,1,4538
2257,Cassie,Hebron,31/05/1987,Male,CU,39,926,171,392,2,PG,198,82,27,11101
2258,Ellynn,Maddin,02/02/1968,Female,FI,11,824,78,66,4,C,206,64,23,822
2259,Judy,Wigg,30/11/1966,Female,CN,25,539,354,349,7,SF,202,76,26,8170
2260,Lorrayne,Tivolier,10/07/1981,Female,CN,17,44,217,133,2,SF,206,75,9,797
2261,Jacintha,Meharg,22/08/1974,Non-binary,AR,29,624,271,179,3,SG,204,80,29,7509
2262,Perla,Berrisford,02/08/1976,Female,SE,1,197,43,411,1,SG,194,68,12,8159
2263,Adams,Blaschek,20/11/1971,Male,VE,21,206,372,297,6,SG,210,86,21,15297
2264,Yehudi,Shapira,28/05/1971,Male,RU,8,718,402,336,5,SG,188,66,4,621
2265,Jacky,Swyre,18/08/1972,Male,RU,40,986,176,8,2,C,193,83,4,19734
2266,Boot,Chaim,28/04/1974,Male,CN,9,736,377,180,10,SG,190,61,13,3521
2267,Harmony,Alliband,26/01/1960,Female,AL,40,243,185,287,1,SG,193,67,31,17592
2268,Angeli,Brugman,25/03/1961,Male,ID,25,676,239,389,2,PF,204,71,36,7594
2269,Beitris,Shelmerdine,02/12/1971,Female,CM,9,3,325,118,4,PF,198,76,25,3478
2270,Bale,Kristoffersen,14/02/1985,Male,SE,6,395,253,437,3,PF,209,65,24,18183
2271,Susi,Colcutt,17/03/1972,Female,US,32,882,477,436,8,SF,189,83,14,11835
2272,Lacie,Rubke,17/07/1988,Female,GN,3,977,151,35,8,PF,192,68,11,7698
2273,Corilla,Mogie,20/10/1966,Female,SE,17,336,388,467,1,PF,197,69,33,17767
2274,Sayers,Scrafton,25/05/1981,Male,CN,38,225,445,426,6,SG,194,77,19,13189
2275,Yankee,Couvet,17/11/1971,Male,US,32,679,458,324,2,SF,207,80,12,8925
2276,Sollie,Webberley,15/05/1964,Male,PH,13,726,141,448,9,PG,197,86,4,17956
2277,Lazaro,Seville,25/09/1989,Male,YE,13,798,42,379,6,SG,196,88,27,15224
2278,Leonid,Rannigan,05/05/1962,Male,NG,20,114,422,454,3,C,195,84,3,13519
2279,Sal,Horder,12/06/1973,Male,ID,13,794,117,128,3,SG,204,72,1,12593
2280,Sallie,Lippard,22/10/1971,Female,LA,18,901,4,65,8,SF,202,74,6,9804
2281,Lea,Belli,14/03/1971,Female,JP,23,504,82,88,7,C,202,83,35,4145
2282,Matteo,Desquesnes,04/04/1968,Male,ID,38,614,166,307,2,SG,208,76,20,2275
2283,Carolann,Nellis,29/11/1971,Female,PS,22,96,23,149,9,PF,199,83,5,17223
2284,Desmond,Monck,02/12/1979,Male,ZW,4,873,293,451,7,SG,186,63,2,18578
2285,Suzann,Rubinowitch,16/12/1989,Female,MZ,13,715,9,279,3,PG,187,90,36,3610
2286,Blaire,McCard,08/11/1978,Bigender,PL,25,947,432,85,8,C,194,79,2,10254
2287,Sherwood,Bassford,20/08/1975,Male,PL,12,526,385,447,5,PG,193,66,9,9979
2288,Tedi,Crowley,08/11/1972,Female,RU,25,718,338,316,2,SF,186,83,16,3812
2289,Nikki,Limon,28/09/1986,Female,JP,25,505,207,408,7,PG,195,83,15,7296
2290,Johanna,Hansemann,25/10/1975,Female,PE,3,413,471,170,2,PF,189,69,2,16543
2291,Sayers,Muldrew,17/11/1989,Male,ID,30,642,186,453,10,C,203,77,29,10282
2292,Shay,Snary,28/06/1983,Female,HT,24,472,442,490,1,C,209,73,17,4896
2293,Gery,O' Flaherty,13/12/1961,Male,CN,21,104,110,317,8,SF,187,69,3,2795
2294,Marty,Borkin,01/04/1983,Male,CN,9,151,296,256,4,PG,190,67,24,30
2295,Mavra,Gianulli,01/06/1960,Female,ID,28,914,330,346,6,C,204,60,33,1150
2296,Cynthia,Moscone,01/05/1960,Female,CZ,16,805,273,230,5,C,201,89,30,4490
2297,Marla,Kinton,20/08/1967,Female,FR,26,209,74,383,2,PF,194,74,11,13653
2298,Carrissa,Haily,29/05/1973,Female,SE,30,164,149,253,1,SF,206,70,35,7694
2299,Dawn,Girardetti,07/07/1973,Bigender,ID,40,752,64,477,7,SF,208,89,23,11675
2300,Ethelyn,Reynoldson,29/07/1989,Female,CU,18,93,331,441,5,C,201,76,5,16312
2301,Faunie,McTeggart,21/02/1964,Female,BS,36,12,339,157,1,C,191,83,22,6592
2302,Gabbie,Coie,21/05/1961,Male,BR,14,894,113,416,9,SG,207,76,20,6872
2303,Edie,Jacquemy,12/02/1961,Female,CA,4,448,179,176,5,PG,208,72,17,12667
2304,Griz,Devenport,20/03/1988,Genderfluid,PE,26,238,218,35,3,SG,193,71,29,10339
2305,Laurella,Symcox,01/03/1973,Female,NG,23,18,350,32,1,PG,200,71,24,10404
2306,Lanie,Philipet,05/09/1985,Female,PL,19,813,465,135,9,PG,189,69,9,12466
2307,Boyce,Drew-Clifton,08/08/1968,Male,CZ,34,111,207,276,9,SF,194,61,29,11314
2308,Lenette,Rounsefull,28/12/1980,Female,GE,35,284,303,133,1,SF,203,62,5,11820
2309,Cynde,Rideout,26/12/1981,Female,CN,2,255,275,261,2,PG,185,75,24,10252
2310,Ileane,McCurry,09/08/1985,Female,CN,9,374,39,142,3,C,204,69,21,17347
2311,Penelopa,Burles,23/11/1966,Female,UA,21,191,482,125,2,SF,190,90,13,16347
2312,Dolores,Flipsen,29/08/1988,Female,KR,9,240,156,24,7,SG,199,67,27,5628
2313,Sal,Rizzelli,27/08/1983,Male,CR,17,464,460,206,2,SF,189,87,23,15924
2314,Connie,Valentin,02/11/1976,Female,PT,29,172,341,147,3,SF,192,75,23,11755
2315,Belvia,Semkins,27/01/1966,Female,CN,30,559,134,342,5,SF,187,72,4,1094
2316,Nicolai,Trayford,25/07/1986,Male,PH,31,110,115,263,2,C,207,74,23,3166
2317,Say,Milella,12/07/1962,Male,SE,2,973,461,348,10,SF,208,85,32,12255
2318,Che,Kinleyside,19/03/1961,Male,KE,33,719,329,460,9,PG,192,82,35,14775
2319,Curt,Karpeev,17/03/1968,Non-binary,CN,40,297,396,305,10,C,191,80,27,1482
2320,Teirtza,Furlonge,23/06/1985,Female,TH,32,598,347,411,6,SF,188,85,18,14592
2321,Link,Hinzer,20/01/1964,Male,RU,24,642,2,243,3,PF,208,82,30,10953
2322,Dulce,Pavlovic,24/05/1972,Female,CN,35,554,436,37,6,PG,198,85,9,925
2323,Fletcher,felip,20/08/1965,Male,CN,23,218,413,361,7,SG,208,78,28,6075
2324,Steffi,Blackstone,13/05/1969,Female,AM,36,595,496,219,9,PG,206,90,30,93
2325,Fayette,Formie,16/05/1970,Female,PH,35,653,298,362,7,PG,203,88,34,11630
2326,Carlynne,Zorzutti,07/10/1981,Female,AR,11,762,179,193,7,SG,191,67,36,18571
2327,Jonas,Mogie,19/12/1968,Male,CA,38,73,135,232,4,SF,200,60,10,12319
2328,Leta,Spaughton,10/07/1979,Female,PE,26,173,246,449,8,SF,190,79,4,17367
2329,Kelvin,Lumb,07/10/1984,Male,CN,13,827,128,288,5,PG,200,89,22,4064
2330,Sibylla,Titford,08/05/1966,Female,JP,35,382,126,463,6,SF,205,87,17,19061
2331,Wain,Lapree,15/08/1961,Bigender,CN,17,828,389,339,1,C,207,81,1,2846
2332,Hill,Brownlow,22/07/1960,Male,CN,33,876,121,279,6,SG,187,67,27,13056
2333,Muhammad,Branca,01/08/1972,Male,SE,9,599,29,451,2,SG,203,82,24,3459
2334,Damita,Madgewick,05/11/1976,Female,FR,24,695,437,375,2,SF,210,81,37,13612
2335,Lloyd,Wynrehame,21/05/1978,Male,IE,19,11,366,305,5,SG,206,83,28,8705
2336,Reube,Yorston,24/04/1973,Male,TH,14,468,193,64,8,PF,196,69,36,11282
2337,Sonny,Thiem,15/12/1977,Male,CN,17,303,220,167,9,SG,200,84,39,17896
2338,Kesley,Lapides,25/02/1973,Female,RU,27,230,393,220,6,PG,205,72,27,1277
2339,Sauveur,Kienl,15/05/1968,Male,IR,16,103,410,194,5,SG,203,69,39,19955
2340,Paco,Picken,19/05/1963,Male,UA,12,46,123,272,5,SG,207,80,40,6883
2341,Devina,Gillitt,11/07/1989,Female,FI,23,231,160,171,8,C,188,82,31,9347
2342,Davie,Churm,09/01/1961,Genderfluid,PT,7,200,312,494,1,PF,197,70,2,14686
2343,Kimmy,Ericssen,18/04/1974,Female,SE,11,887,323,173,10,SF,210,69,27,12856
2344,Sergio,Nerheny,24/05/1962,Male,CO,7,188,348,150,5,SF,192,60,34,13127
2345,Kaitlyn,Kenningley,18/04/1986,Female,ID,26,138,154,70,10,SF,199,63,11,16263
2346,Scottie,Mokes,09/03/1980,Male,BR,29,769,4,208,7,SG,204,66,26,16186
2347,Padraig,Vasilov,19/07/1968,Male,CN,31,717,402,84,3,C,197,81,18,19282
2348,Vanessa,Fuggle,25/10/1982,Female,BR,35,630,151,271,5,PF,204,81,29,13753
2349,Hildy,Ritchard,21/02/1983,Female,BR,25,74,301,340,6,SG,209,79,30,5332
2350,Val,Tolworthy,09/01/1971,Female,TJ,16,846,292,85,9,SG,208,84,22,14182
2351,Lauretta,Edmed,02/11/1984,Female,FR,28,77,59,356,3,SF,209,66,24,10190
2352,Gregg,De Giorgis,16/08/1987,Male,RU,8,777,500,30,3,PF,206,64,23,5401
2353,Edyth,Riley,17/01/1976,Genderqueer,BD,31,673,69,120,1,PG,207,68,35,2009
2354,Rae,Pierrepont,31/10/1969,Female,MU,19,104,186,370,7,PG,194,63,5,12993
2355,Erich,Ingham,07/02/1979,Male,RU,27,921,112,383,5,SF,192,70,29,16742
2356,Eldredge,Mc Dermid,09/08/1974,Male,KP,14,180,486,248,1,C,209,88,20,17617
2357,Sonny,Ingham,20/08/1971,Male,SA,28,186,352,298,8,SF,205,78,17,1145
2358,Bartie,McGilvray,03/08/1979,Male,EE,16,830,315,75,3,C,195,87,8,6602
2359,Peyton,Vigurs,19/07/1964,Male,AZ,14,597,124,258,8,SF,185,80,18,18010
2360,Lotty,Dixey,09/07/1964,Genderqueer,BR,27,534,129,496,3,SG,190,75,2,17092
2361,Rufe,Dockree,21/09/1971,Male,GR,23,148,351,46,6,SG,199,71,31,13126
2362,Arliene,Buckell,31/10/1964,Female,MG,9,300,349,306,5,SF,201,80,28,1266
2363,Elroy,Gerbl,28/12/1987,Male,CN,39,21,188,12,2,SG,192,62,36,331
2364,Augy,Van Bruggen,19/05/1983,Non-binary,BD,28,483,191,223,4,SF,200,64,13,17899
2365,Gerick,Feathers,16/01/1977,Male,BD,5,259,221,245,2,C,194,71,26,7754
2366,Mahmud,Colmore,27/12/1961,Male,TH,37,835,401,198,9,PG,187,84,7,9796
2367,Sonni,Pavett,16/10/1985,Non-binary,US,17,832,220,204,8,SG,189,85,1,16265
2368,Kain,Chomley,09/11/1988,Male,ID,14,365,295,396,2,C,185,88,1,5467
2369,Mathew,Twyning,30/01/1964,Male,CN,23,397,322,338,7,PF,206,84,40,814
2370,Mora,Crockett,21/04/1985,Female,CN,31,48,120,351,10,SG,191,84,5,18991
2371,Melisenda,Simao,13/01/1973,Female,PK,28,533,338,315,3,SG,194,87,11,16076
2372,Shep,Sexton,29/12/1966,Male,ID,36,204,199,222,6,PF,209,74,22,8434
2373,Ebonee,Dommett,19/10/1960,Female,TH,30,986,399,137,10,PG,197,68,26,8203
2374,Chad,Widdall,01/04/1962,Male,SE,20,753,353,335,2,PF,208,62,1,12314
2375,Arabel,Pincott,18/05/1974,Female,CN,35,348,237,79,8,SF,186,76,39,4213
2376,Hirsch,Solesbury,31/10/1982,Male,JP,26,896,22,432,10,C,186,76,11,5184
2377,Renault,Finlayson,04/02/1962,Male,FR,19,254,348,404,3,SG,193,72,2,17111
2378,Ches,Hillitt,19/10/1984,Male,JP,27,930,404,202,9,C,188,63,24,6164
2379,Kristoforo,Hebble,22/07/1988,Polygender,CN,4,413,119,227,1,PG,195,66,5,9539
2380,Velma,Maine,05/04/1963,Agender,CN,10,366,64,38,3,PG,195,71,34,5128
2381,Stephie,Gifkins,08/11/1974,Female,IR,11,581,442,92,7,SF,196,77,38,18745
2382,Lorine,Sigmund,10/11/1979,Female,CZ,16,736,421,424,7,C,195,69,23,8833
2383,Kerrie,Brinsford,24/12/1987,Female,VE,28,744,96,407,6,SG,207,80,15,12102
2384,Timothea,Bluck,07/08/1970,Female,PT,1,41,117,82,10,PF,210,86,20,9390
2385,Mara,Usher,07/08/1976,Female,PH,23,31,473,420,6,C,207,61,33,9479
2386,Heath,Ashard,03/10/1979,Female,KG,16,707,268,50,4,C,192,65,5,9705
2387,Domenico,Jobbing,03/03/1961,Male,ID,28,134,98,219,7,SG,188,71,18,10147
2388,Josefa,Sumption,24/01/1988,Female,PT,7,36,106,426,5,PF,191,83,24,16686
2389,Glenden,Dulieu,09/06/1980,Non-binary,PL,6,94,30,442,4,PG,208,84,10,17597
2390,Marty,Shailer,22/03/1968,Female,CN,2,102,80,60,7,C,194,77,4,18554
2391,Joseito,Stephens,26/10/1987,Bigender,MA,9,953,326,485,8,PG,185,83,4,14380
2392,Chandal,Minget,16/05/1974,Female,PH,8,383,271,143,3,C,200,86,33,12011
2393,Mignonne,Alesbrook,06/04/1962,Female,PT,13,341,146,453,5,SF,193,62,35,17105
2394,Engracia,Placido,25/04/1969,Female,VN,39,243,388,86,6,PF,199,80,36,6713
2395,Clo,Bayley,24/08/1969,Female,CO,18,975,492,93,2,SG,209,86,31,19187
2396,Minette,Parkey,11/07/1960,Female,US,18,771,363,258,8,C,199,79,16,8175
2397,Rosina,Meddings,25/12/1985,Female,CN,32,724,36,97,4,SF,209,82,35,3269
2398,Germain,Willerstone,16/08/1961,Genderfluid,RU,11,810,218,105,9,PG,189,66,30,4281
2399,Nicol,Lidgley,28/08/1962,Male,ID,36,500,454,346,6,SG,191,76,20,8217
2400,Samuel,Henrot,03/12/1966,Male,ID,9,124,332,5,6,C,194,85,23,12933
2401,Ronnie,Tutin,12/12/1966,Male,DM,39,788,231,455,2,PG,208,88,17,18231
2402,Hew,Lingley,03/05/1964,Male,PE,28,587,253,316,7,PG,202,80,32,1762
2403,Clarance,Markova,15/09/1977,Male,HN,1,302,163,458,8,PF,206,79,30,9724
2404,Marsh,Toogood,26/01/1989,Male,PE,12,919,248,83,10,PG,187,69,18,18751
2405,Ashla,Rasch,02/07/1984,Female,ET,6,662,230,140,9,C,194,84,39,358
2406,Ches,Bote,09/12/1971,Male,US,38,923,403,470,6,C,208,60,23,15196
2407,Dina,Cromett,06/01/1975,Female,PL,6,424,72,208,2,C,209,66,39,9668
2408,Maximilianus,Crother,23/09/1972,Male,VE,4,429,223,405,5,C,202,90,19,18461
2409,Caren,Scarce,16/01/1980,Female,PT,37,438,293,488,6,C,197,81,19,8666
2410,Mace,Adamo,30/09/1979,Male,RU,7,724,60,476,2,C,203,80,23,2387
2411,Ricardo,Stutt,04/06/1974,Male,RU,17,637,479,1,2,SF,190,85,18,5488
2412,Conney,Lennox,03/02/1983,Male,ML,12,186,140,195,2,PG,203,69,1,8364
2413,Orsa,Malamore,26/06/1983,Female,FR,36,882,170,461,1,PF,207,81,35,8878
2414,Loleta,Ronisch,14/09/1976,Female,CN,18,372,363,17,10,SF,192,66,8,10828
2415,Paquito,Petruk,27/01/1979,Agender,RU,30,961,150,297,10,PF,197,81,18,15288
2416,Kali,Mynett,11/06/1987,Female,SE,35,674,335,442,10,PG,201,82,21,9471
2417,Shane,Elvins,27/02/1980,Female,CZ,29,975,485,119,7,PG,209,75,10,11948
2418,Cassondra,Grishechkin,06/05/1968,Genderqueer,SI,34,761,106,191,10,PG,193,90,26,3352
2419,Giffy,Spensly,28/08/1967,Male,UA,2,525,149,16,7,PF,204,84,38,15498
2420,Luce,Preon,05/01/1969,Female,ID,29,215,192,308,2,SG,188,69,27,5784
2421,Far,Marcombe,17/12/1960,Male,CN,35,711,13,325,2,PF,199,75,5,7415
2422,Foss,Dun,04/11/1979,Male,CM,21,387,29,373,3,PF,207,86,37,2537
2423,Shirline,Sweeting,13/05/1985,Female,TT,28,730,155,312,3,SF,207,76,12,16994
2424,Dosi,MacManus,13/07/1982,Female,ID,7,976,248,182,9,C,205,73,6,1038
2425,Gram,Asee,17/12/1984,Male,ID,17,52,100,484,4,PG,194,64,19,11192
2426,Steven,Francois,30/12/1975,Male,RU,37,323,463,13,8,SF,186,74,4,1175
2427,Dotti,Jursch,30/07/1983,Female,VN,13,631,186,391,3,C,192,69,28,15449
2428,Creigh,Oldis,04/11/1970,Male,PL,37,526,176,192,5,SG,206,88,23,578
2429,Prentiss,Meachen,06/09/1978,Male,FR,14,760,420,369,5,SF,198,65,40,2720
2430,Sharai,Longmead,07/09/1987,Female,LV,20,661,128,81,8,SG,210,61,23,3369
2431,Andi,Rosettini,04/12/1962,Female,RU,14,668,499,17,10,SG,188,68,37,19382
2432,Marika,Durrans,27/03/1969,Female,ID,39,230,493,98,6,C,185,85,1,9107
2433,Moore,Viggars,02/09/1986,Male,CO,23,531,397,198,3,SF,205,61,23,11393
2434,Alida,Benito,12/02/1973,Female,AM,18,164,380,474,7,SF,196,67,29,4630
2435,Bradley,Diddams,06/10/1984,Male,CN,32,870,135,204,10,SF,202,86,26,16394
2436,Janaya,Wadesworth,23/12/1971,Female,ZA,32,371,315,137,9,C,204,60,7,9384
2437,Saunderson,Topaz,19/10/1974,Male,TH,32,346,339,57,6,PG,205,83,6,4672
2438,Lisle,Vitall,25/04/1963,Genderqueer,ID,23,754,393,162,1,C,205,74,13,4666
2439,Paola,Luquet,11/09/1962,Female,ID,34,561,410,424,7,SG,198,76,26,19298
2440,Newton,Dono,15/09/1963,Male,RU,2,241,4,306,3,SG,205,74,27,87
2441,Noby,Langdon,26/03/1978,Male,CN,28,728,63,101,3,SF,207,60,4,13441
2442,Arni,Jeffery,28/04/1978,Male,VE,25,230,395,261,8,C,194,71,25,7147
2443,Stanly,Delamaine,28/06/1976,Male,UA,9,305,289,472,10,C,189,79,13,18465
2444,Silvie,Mulkerrins,22/04/1988,Female,CN,26,8,357,182,9,C,192,89,33,13455
2445,Gerri,Steutly,13/06/1989,Female,PE,23,964,308,400,2,SG,187,83,35,1759
2446,Bessie,Tutchings,03/10/1978,Female,ID,1,652,357,399,3,PG,196,72,35,241
2447,Merissa,Bisatt,12/10/1973,Female,AR,34,863,99,438,4,SF,193,72,21,209
2448,Niccolo,Garnham,08/11/1964,Male,PL,13,524,318,263,3,PG,189,63,6,11263
2449,Chaddie,Hanalan,29/02/1976,Male,UA,19,608,202,226,7,SF,196,71,6,19297
2450,Pedro,Glancey,29/07/1981,Male,RS,1,772,72,63,3,C,209,84,4,17361
2451,Janie,Ody,05/06/1968,Female,RU,15,502,411,247,3,PF,206,64,31,1078
2452,Junie,Yesipov,25/10/1962,Non-binary,RU,16,305,92,345,10,PF,199,68,12,8708
2453,Billie,O'Dempsey,18/01/1978,Female,CN,7,121,12,166,2,C,209,78,16,10645
2454,Tatiania,Jerromes,10/01/1987,Female,CN,30,464,336,405,1,SF,195,78,31,18881
2455,Patten,Kain,12/06/1970,Male,CN,33,562,407,6,1,PF,196,65,25,6228
2456,Anders,Mallinson,20/02/1977,Male,ID,9,60,233,497,7,SF,203,90,3,19418
2457,Domeniga,Ley,28/06/1970,Female,UA,3,402,265,491,3,SG,189,79,5,16676
2458,Em,Cossell,15/12/1966,Male,BD,3,320,163,422,6,PF,201,86,27,19228
2459,Shana,Ead,14/07/1964,Female,CN,12,608,458,111,8,PG,202,77,25,8187
2460,Daisey,Kener,18/08/1968,Female,FR,6,47,107,420,3,SF,201,85,26,10198
2461,Jessee,Pettyfar,11/12/1972,Male,FR,6,740,315,156,9,SF,190,83,35,5919
2462,Denys,Hartman,27/05/1976,Female,ID,6,534,72,252,4,PG,204,64,31,17720
2463,Burtie,Lindner,22/12/1966,Male,PE,16,509,371,348,7,SF,186,75,17,15831
2464,Grata,Bohea,02/09/1986,Female,YE,39,573,408,252,4,SG,187,70,25,14295
2465,Correy,Musk,21/07/1968,Male,FR,39,203,194,35,10,PF,196,71,27,6178
2466,Alecia,Condell,22/11/1974,Female,TT,9,74,273,428,1,PF,188,79,8,3580
2467,Ferdinand,Hilley,22/12/1976,Male,ID,10,972,223,358,10,PF,205,69,8,9274
2468,Livvyy,Pattullo,17/11/1984,Female,NP,4,53,486,338,3,SG,204,84,30,6645
2469,Rossie,Amiranda,01/06/1977,Male,CN,16,859,432,85,3,SG,205,87,22,11830
2470,Julietta,Shovelton,06/06/1962,Female,CN,20,755,375,340,9,SG,201,88,32,6036
2471,Arliene,Lorenzin,28/08/1974,Female,ID,10,845,474,229,3,C,193,63,24,6401
2472,Mathilda,Krol,08/02/1977,Female,RU,14,359,74,453,5,PG,189,78,29,6973
2473,Merle,Mattheissen,11/10/1967,Male,PH,19,949,263,88,8,SG,210,74,22,11602
2474,Holly,Vanini,06/04/1982,Female,CN,27,507,227,127,2,C,198,83,25,12369
2475,Ammamaria,Andrieux,21/11/1972,Female,PH,31,51,300,141,9,SG,208,76,21,17769
2476,Stevie,Croy,17/03/1978,Male,MG,37,112,43,448,8,PF,197,72,2,2936
2477,Meryl,Anthes,08/03/1974,Male,ID,17,486,296,148,8,SG,197,81,14,9016
2478,Winthrop,Laker,23/06/1964,Male,BY,39,755,427,51,9,PF,206,74,33,2618
2479,Norrie,Foottit,31/01/1982,Male,JP,13,338,312,206,8,PF,209,90,5,13920
2480,Donna,Elstob,03/09/1961,Female,CN,22,901,458,377,10,PF,190,85,6,6500
2481,Maighdiln,Rylance,01/11/1973,Female,JM,24,100,441,221,8,SG,189,70,11,7508
2482,Shirlene,Ryott,04/11/1988,Female,CZ,10,69,34,348,5,C,185,74,39,914
2483,Omar,Shimwall,16/06/1969,Male,RS,30,797,43,437,8,SG,203,79,6,15785
2484,Kameko,Whiteland,09/04/1969,Female,CN,9,919,476,441,6,SF,208,75,11,662
2485,Sybille,Bosworth,13/12/1967,Female,CN,16,844,285,242,10,SG,186,70,13,5498
